epoch,lr,stage,train_loss,train_loss_cls,train_loss_reg,train_accuracy,train_precision,train_sensitivity,train_specificity,train_f1,train_auc,train_age_mae,train_age_pearson,val_loss,val_loss_cls,val_loss_reg,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1,val_auc,val_age_mae,val_age_pearson,val_threshold
1,0.001,frozen,0.09906289305486908,0.07925665696878752,0.39612471615921147,0.5612157534246576,0.7201581027611055,0.5758533501859934,0.530503978772805,0.639971895303366,0.5788550402908047,8.550135510007022,0.2685635338269098,0.08864581407960541,0.07214606197889217,0.329995035054441,0.6027944111776448,0.8240740740359225,0.5250737462971955,0.7654320987181832,0.6414414366639072,0.6605029316435413,7.6268769405650385,0.37490808935200004,0.5100000000000001
2,0.0009046039886902864,frozen,0.08968273286184628,0.07108743315281933,0.3719059888477603,0.6194349315068494,0.7765363128429646,0.6150442477837229,0.6286472148457739,0.6864197481489147,0.6726149956238452,8.268141570600482,0.35717065969502776,0.08913565703673278,0.07276906324420385,0.3273318572910484,0.5728542914171657,0.8078817733592176,0.4837758111951688,0.7592592592123913,0.6051660469529964,0.6604756181943989,7.675803801615904,0.3612425118420304,0.49000000000000005
3,0.0006548539886902863,frozen,0.08841182516045766,0.07013802453620385,0.3654760060933967,0.6288527397260274,0.7817178880947068,0.6270543615636722,0.63262599468657,0.6958961718354604,0.6847001411771018,8.107509504952288,0.37152780980918443,0.09088165748738006,0.07427126111949751,0.3322079252459094,0.5868263473053892,0.8084112149154947,0.5103244837607573,0.7469135802008078,0.6256781145818467,0.6652008448960267,7.816153444819139,0.381396250509809,0.4800000000000001
4,0.0003461460113097138,frozen,0.08569601495839553,0.06789227355628798,0.3560748190351137,0.6386986301369864,0.7974172719871073,0.6249209361124294,0.6675496688653305,0.7007092149267268,0.7135273592453432,8.030950840599703,0.40784563093000253,0.09024677476185762,0.07373857208919858,0.33016405021121165,0.5868263473053892,0.797297297261383,0.5221238937899079,0.7222222221776405,0.6310160379757309,0.6682508467169234,7.6843614668546625,0.38229144809361343,0.5100000000000001
5,9.639601130971379e-05,frozen,0.08361851224956447,0.06628006398167512,0.3467689594381476,0.6622431506849316,0.8130914826434299,0.6512950094715648,0.6852589641343259,0.7232549933021932,0.7359905503276429,7.8615226568187655,0.43635152702407604,0.09284565324138501,0.07636879646998204,0.32953713450603145,0.5449101796407185,0.8404907974944483,0.4041297934984032,0.8395061727876848,0.5458167286605767,0.6664026366582907,7.705683432344889,0.38372277573078284,0.5200000000000001
6,0.0001,unfrozen,0.08725205944111086,0.06965279766702898,0.35198522989370234,0.636986301369863,0.7920318725036493,0.6287160025260676,0.6543046357529231,0.7009873011260049,0.699984920265906,7.936676758295515,0.41760060858852116,0.08787730304959292,0.07198621377259672,0.31782177510018833,0.5728542914171657,0.8078817733592176,0.4837758111951688,0.7592592592123913,0.6051660469529964,0.6654557704213555,7.502561997609112,0.42364323674570287,0.49000000000000005
7,9.980072755276435e-05,unfrozen,0.07910770264594522,0.062330924210534114,0.3355355631968338,0.6875,0.837430610619846,0.6679316888003294,0.7284768211824043,0.7431386298224111,0.7747205013173823,7.693595389830022,0.4701950335429467,0.08650306460564722,0.0712198167295751,0.3056649597224123,0.590818363273453,0.8602150537171928,0.4719764011660184,0.8395061727876848,0.6095238049252427,0.7015004188062202,7.381422746919269,0.4701932611062048,0.5300000000000001
8,9.920451463563217e-05,unfrozen,0.07663930970409961,0.06038578049190445,0.32507057726536304,0.7054794520547946,0.8484374999933717,0.6873417721475485,0.7433862433764102,0.7594405544902638,0.7936692117071865,7.565655928379243,0.4996458390275466,0.08820657503462123,0.07275803168183434,0.30897085770161564,0.5528942115768463,0.9020979020348183,0.38053097344010234,0.9135802468571863,0.5352697053481346,0.7065989293127934,7.466308651434567,0.472345781165163,0.5300000000000001
9,9.821616160444475e-05,unfrozen,0.0710591476104439,0.055349745392187004,0.3141880383179204,0.7457191780821918,0.8804012345611081,0.7221518987296067,0.7949735449630294,0.7934631382977586,0.8385891768803162,7.404178181781136,0.5287475074588179,0.09031375305738278,0.07550796280854834,0.29611579119088405,0.5528942115768463,0.8807947019284241,0.3923303834692528,0.8888888888340192,0.5428571385710121,0.6942987727156853,7.15338843358063,0.48151925031228826,0.6200000000000001
10,9.6843626096667e-05,unfrozen,0.06646642007877769,0.05121063359387933,0.30511572521996416,0.7705479452054794,0.8873239436553942,0.7571157495208279,0.7986754966781632,0.8170648414421532,0.8647335285321135,7.265207964157887,0.5456398947275365,0.08679984791014722,0.07125755410805018,0.31084587563297705,0.654690618762475,0.8640350876814019,0.5811209439356602,0.8086419752587257,0.6948853567191412,0.7464947740267306,7.407668193818071,0.4490334128340368,0.5600000000000002
11,9.509795896116976e-05,unfrozen,0.06262463720336761,0.047894294108965826,0.29460685622355304,0.7872431506849316,0.8938953488307131,0.7779886147958383,0.8066225165456077,0.8319242425665954,0.8829938298754666,7.156724426090994,0.5785073024709878,0.09033049253408543,0.07549016721808759,0.2968064988266208,0.626746506986028,0.8392857142482462,0.5545722713700716,0.7777777777297668,0.6678507944744123,0.7178793838085873,7.202849452785437,0.4871464493019204,0.5500000000000002
12,9.299321528329238e-05,unfrozen,0.05574276236727936,0.04165897373594854,0.2816757669238603,0.8253424657534246,0.9156626505959202,0.8172043010701,0.8423841059491075,0.8636363586467323,0.9164159660873534,6.899021854087302,0.6018723804992862,0.11065594038504088,0.09585164295706504,0.29608594297529933,0.6027944111776448,0.8431372548606305,0.5073746312534697,0.802469135752934,0.633517490681671,0.6973942969518191,7.18077750340907,0.4972147867787172,0.6300000000000001
