epoch,lr,stage,train_loss,train_loss_cls,train_loss_reg,train_accuracy,train_precision,train_sensitivity,train_specificity,train_f1,train_auc,train_age_mae,train_age_pearson,val_loss,val_loss_cls,val_loss_reg,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1,val_auc,val_age_mae,val_age_pearson,val_threshold
1,0.001,frozen,0.09547601973204171,0.0760910010016332,0.3877003665707291,0.6061643835616438,0.7565891472809567,0.6169405815384518,0.5835543766500855,0.6796657332085123,0.6393914294433062,8.457677598169589,0.30421436070538926,0.09364575116398806,0.07755512711471188,0.3218124750369561,0.5409181636726547,0.8978102189125685,0.3628318583963766,0.9135802468571863,0.5168067185678096,0.6820168250846717,7.537058836046624,0.4204348337840226,0.4600000000000001
2,0.0009046039886902864,frozen,0.08785056821644714,0.06958571448922157,0.36529706390447,0.6382705479452054,0.800982800976241,0.6189873417682343,0.6785714285624528,0.6983220229243472,0.6994106221954324,8.16828028981799,0.3798798091997046,0.09563559080342095,0.080358508174975,0.30554163301300385,0.5568862275449101,0.9034482757997622,0.38643067845467755,0.9135802468571863,0.5413223098305273,0.6893186204887286,7.370516130719289,0.4490175526403026,0.6500000000000001
3,0.0006548539886902863,frozen,0.08558105221911244,0.06768822971068017,0.35785644178674236,0.6459760273972602,0.7959183673406914,0.6413662239048618,0.6556291390641639,0.71033274461501,0.7207166224746682,8.094386586904225,0.4108915632424391,0.08392793033086135,0.06860889088429377,0.30638078378584094,0.5668662674650699,0.867469879465815,0.42477876104941653,0.8641975308108519,0.5702970252671699,0.6963563858844095,7.4057246192458805,0.45330497349699217,0.5500000000000002
4,0.0003461460113097138,frozen,0.08260746008065874,0.06535801543433169,0.34498888634349384,0.668236301369863,0.8207171314675641,0.6518987341730893,0.7023809523716616,0.7266313883586439,0.7445486738999396,7.8760000708017595,0.44476845374010193,0.08707773179827098,0.07198519112464197,0.30185082209800296,0.592814371257485,0.8426395938658559,0.4896755162097441,0.8086419752587257,0.6194029804024422,0.694435339961397,7.261560394288431,0.4660884026008083,0.4800000000000001
5,9.639601130971379e-05,frozen,0.08101269028672617,0.06400120974046318,0.34022960321952217,0.678082191780822,0.8310756972045333,0.6588755527437847,0.7184594953423843,0.7350246603188307,0.7601784900826258,7.830027803081505,0.456433118588886,0.08424346801079438,0.06922064352773145,0.30045649486625503,0.5868263473053892,0.8626373625899649,0.4631268436441555,0.8456790122934765,0.6026871355460671,0.6956371317236607,7.277557379088511,0.4648852028477861,0.5500000000000002
6,0.0001,unfrozen,0.09184712589373939,0.07258749659307148,0.3851925794239322,0.6254280821917808,0.798482293416539,0.5982312065660251,0.6826029216376812,0.6840014396626637,0.6862296025416129,8.446375526631781,0.3132212934148241,0.08903642410706142,0.07342051728972478,0.31231813284451376,0.6646706586826348,0.8461538461195889,0.6165191740231115,0.7654320987181832,0.7133105753036726,0.7364434247423431,7.393076881433265,0.46821681822189065,0.5800000000000002
7,9.980072755276435e-05,unfrozen,0.08524207906057574,0.06700010739955796,0.3648394274793259,0.6618150684931506,0.8203883495079257,0.6409608090983505,0.7055702917678306,0.7196593279304543,0.7389527241144573,8.168388519996563,0.37660303226625974,0.08251287147194564,0.06717376512830367,0.3067821234524131,0.6447105788423154,0.8515283842422913,0.5752212389210849,0.7901234567413503,0.6866197134732073,0.7364252157762481,7.329852533749985,0.44766423238965836,0.4600000000000001
8,9.920451463563217e-05,unfrozen,0.0781815857116184,0.06079206528933081,0.34779040591969884,0.7007705479452054,0.863973619119011,0.662452591651944,0.7811671087429554,0.7499105496434996,0.7835534544796063,7.93459082500583,0.4404827469444143,0.08041771986110957,0.06634345474678971,0.28148529879347295,0.6846307385229541,0.8693877550665555,0.6283185840522619,0.802469135752934,0.7294520498990782,0.767963145052624,7.020667831036249,0.5358275371802813,0.5300000000000001
9,9.821616160444475e-05,unfrozen,0.0748097523217638,0.05783165438891682,0.33956195366862296,0.7238869863013698,0.8719172633184414,0.6936708860715591,0.7870370370266265,0.7726471575549593,0.8184896356573572,7.818525172086432,0.46252133444765675,0.0803625769541411,0.06560173077497654,0.2952169169803817,0.6726546906187625,0.8691983121996119,0.6076696165012486,0.8086419752587257,0.7152777729097343,0.7720874758731199,7.255301195867699,0.4873524835143489,0.45000000000000007
10,9.6843626096667e-05,unfrozen,0.07363510545190066,0.056787598015994076,0.3369501415538053,0.7341609589041096,0.8743169398838851,0.7088607594891845,0.7870370370266265,0.782943021962804,0.8246822885272252,7.743884755720588,0.4728429662880096,0.08182950130479778,0.06673221301869257,0.3019457630768508,0.6706586826347305,0.8717948717576156,0.6017699114866735,0.8148148147645176,0.7120418799597965,0.7853344987071634,7.364600877956668,0.5195330502569806,0.5500000000000002
11,9.509795896116976e-05,unfrozen,0.07248017935031285,0.056211992994601494,0.32536372160921767,0.7363013698630136,0.874902874896077,0.7122074636261088,0.7867549668769966,0.7852161735686841,0.8317156129702468,7.607025147634123,0.5024664109777531,0.08591084316105185,0.07081391667912783,0.3019385244437083,0.6906187624750499,0.8965517240992865,0.6135693215158239,0.8518518517992684,0.7285464049574133,0.7881842019010161,7.344408197364818,0.5372569208660806,0.6200000000000001
12,9.299321528329238e-05,unfrozen,0.06504593409393748,0.04932042181632188,0.3145102419928737,0.7782534246575342,0.9090909090839053,0.7468354430332479,0.843915343904181,0.8200138935829598,0.8768208760297369,7.399881386442005,0.5251125312624084,0.07891735064233849,0.06504967042287726,0.27735360041112006,0.6806387225548902,0.8908296942842432,0.6017699114866735,0.8456790122934765,0.7183098543171619,0.7812101678866674,7.037381434740733,0.5437874880581882,0.4600000000000001
13,9.05463412215599e-05,unfrozen,0.066683961371955,0.05137216524629254,0.3062359177545734,0.7795376712328768,0.9025679758239988,0.7558507273829485,0.8291390728367002,0.8227194442589424,0.872001122602427,7.281314845937188,0.5488420074464557,0.08417634372255521,0.06996177690196131,0.28429133327540285,0.6586826347305389,0.9117647058376586,0.5486725663554963,0.8888888888340192,0.685082868212,0.7796533012855529,7.045975859334735,0.5682873168704609,0.6300000000000001
14,8.777703756717875e-05,unfrozen,0.060058277007830264,0.0446544477599673,0.30807658029745705,0.8069349315068494,0.9180206794614623,0.7852179406141174,0.8525896414229404,0.8464419425901765,0.8976123302116864,7.295687162762798,0.5413193223138661,0.09004883264412661,0.07605314530857919,0.2799137388755699,0.6626746506986028,0.9473684210027701,0.5309734513117707,0.9382716048803535,0.6805292959380506,0.7871553953166539,7.045534812326506,0.5523594274726319,0.5400000000000001
15,8.470760112484981e-05,unfrozen,0.05708174061425643,0.04205362342317168,0.30056233621164136,0.8184931506849316,0.9118065433790057,0.8103666245207942,0.8355437665671679,0.8580990579299438,0.9134443524129211,7.18917584510522,0.5650571253899677,0.09057185324485192,0.07604152177546002,0.2906066307764567,0.6686626746506986,0.9303482586601817,0.551622418862784,0.9135802468571863,0.6925925878934841,0.8005480898794564,7.181055413800265,0.5259093417084734,0.7000000000000002
16,8.136274519200731e-05,unfrozen,0.05585913096350452,0.041340858583842496,0.29036544228278816,0.8377568493150684,0.9304659498141186,0.8215189873365727,0.8716931216815913,0.8726050370302754,0.9201493536936574,7.0678240641337835,0.584521005161413,0.10688490264430017,0.09242746747772318,0.2891486932239133,0.6427145708582834,0.9444444443919753,0.5014749262388946,0.9382716048803535,0.6551059684690805,0.7906333078407809,7.108597681296939,0.5022756359439423,0.7900000000000001
17,7.776940058187908e-05,unfrozen,0.0517410719512056,0.03746289406482079,0.285563552930747,0.8527397260273972,0.9310104529551847,0.845034788103447,0.8688741721739222,0.8859416395681764,0.9348304158236675,6.973775802806369,0.5990541499488599,0.1219121386964402,0.10717421087150626,0.2947585775466736,0.6846307385229541,0.9095022624022849,0.5929203539648106,0.8765432098224356,0.7178571380535077,0.7869368877235152,7.175532607833342,0.5687620935354335,0.7700000000000002
18,7.395649879241344e-05,unfrozen,0.04648637805733677,0.0330901171870359,0.2679252165803456,0.8758561643835616,0.9460953697239386,0.8659076533784573,0.8966887417099776,0.9042272076854577,0.9483322232973515,6.7091646726492495,0.6343137190463992,0.10098129848088928,0.08764324633432148,0.2667610417166632,0.7105788423153693,0.9008264462437675,0.6430678465887001,0.8518518517992684,0.7504302877125025,0.8129666047561821,6.79130150835677,0.5701151455583953,0.6700000000000002
19,6.995473906686923e-05,unfrozen,0.042902995326734875,0.029312245769438985,0.2718149857365922,0.8972602739726028,0.9558723693078353,0.8894504106071419,0.9136786188457678,0.9214659635868352,0.9616434241975036,6.73013768152209,0.6232368125107118,0.11799485242354894,0.10513395001691675,0.2572180396187567,0.6866267465069861,0.9062499999595424,0.5988200589793858,0.8703703703166438,0.7211367625009385,0.7986543574055864,6.613117476389327,0.5811211155951742,0.7500000000000002
